round,value,daily_double,category,comments,answer,question,air_date,notes,Difficulty
1,400,no,ART,-,John Constable is best known for painting these,Landscapes,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,500,no,ART,-,"With works titled ""White LIne"" and ""Blue Segment"", this Russian has been called the first abstract painter",Wassily Kandinsky,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,100,no,PATRON SAINTS,-,"The name of this patron of wayfarers comes from Greek for ""one who carries Christ\""",St. Christopher,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,200,no,PATRON SAINTS,-,"Patron saint of children, his feast day is December 6, not December 25",St. Nicholas,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,300,no,PATRON SAINTS,-,"Gospel writer who is the patron saint of Venice, his winged lion is the city's symbol",St. Mark,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,400,no,PATRON SAINTS,-,The family of this patron of students once kept him in a castle to keep him from becoming a friar,St. Thomas Aquinas,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,500,no,PATRON SAINTS,-,"Called the apostle of organized charity, he's the patron of charitable societies",St. Vincent de Paul,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,100,no,THE YEAR THAT WAS,-,"An Orwell novel returned to the best-seller list, voters returned Reagan and Bush, ""Jeopardy!"" returned to TV",1984,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,200,no,THE YEAR THAT WAS,-,"Anwar Sadat was shot, Pope John Paul II was shot, President Reagan was shot",1981,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,300,no,THE YEAR THAT WAS,-,"China invaded Vietnam, the Soviets invaded Afghanistan, Iranians invaded the U.S. Embassy",1979,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,400,no,THE YEAR THAT WAS,-,"The Bears won the Super Bowl, Elie Wiesel won the Nobel Peace Prize, Democrats won control of the U.S. Senate",1986,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,500,no,THE YEAR THAT WAS,-,"Ford sent the Edsel to dealers, Ike sent troops to Little Rock, Russia sent Sputnik to space",1957,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,100,no,ABBREV.,-,One of the two metal alloys abbreviated br.,Bronze/Brass,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,200,no,ABBREV.,-,"A CEO whose company offers an EEO might hire some DAVs, who are these",Disabled American Veterans,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,1000,yes,ABBREV.,-,States whose abbreviations make up the telegram: HI PA. MA OK. AL,"Hawaii, Pennsylvania, Massachusetts, Oklahoma, and Alabama",11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,400,no,ABBREV.,-,"You gesture a lot but don't need to speak a word in this language, ASL",American Sign Language,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,500,no,ABBREV.,-,2 of 3 federal workers might know that the BLS is this,Bureau of Labor Statistics,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,200,no,WORLD WAR I,-,"American doughboys called him ""Kaiser Bill\""",Kaiser Wilhelm II,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,400,no,WORLD WAR I,-,In 1917 the U.S. entered the war and this large country stopped fighting,Russia,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,600,no,WORLD WAR I,-,The Allied Gallipoli campaign was beaten back by this country,Turkey,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,800,no,WORLD WAR I,-,"The U.S. declared war on Germany April 6, 1917, and on this country the following December 7",Austria-Hungary,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,no,WORLD WAR I,-,A secret message from this German foreign secretary advocating a German-Mexican alliance angered the U.S.,Arthur (or Alfred) Zimmerman,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,200,no,LITERATURE,-,"When he saw water snakes in the moonlight and blessed them, the albatross fell from his neck",The Ancient Mariner,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,400,no,LITERATURE,-,"He wrote his 1948 novel ""The Naked and the Dead"" while he was enrolled at the Sorbonne",Norman Mailer,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,600,no,LITERATURE,-,"She received the Pulitzer prize for her ""Collected Stories"", not for ""Ship of Fools\""",Katherine Anne Porter,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,800,no,LITERATURE,-,"The young narrator of ""Treasure Island\""",Jim Hawkins,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,no,LITERATURE,-,A well-known Ambrose Bierce short story is about an incident at this bridge in Northern Alabama,Owl Creek Bridge,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,200,no,ANATOMY,-,These body parts are sometimes called digits,fingers/toes,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,400,no,ANATOMY,-,One of the two hormones that regulate blood sugar in the pancreas,(1 of) glucagon & insulin,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,600,no,ANATOMY,-,Otitis media is a term for infection of the middle part of this,the ear,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,800,no,ANATOMY,-,Proper name for your shoulder blade,the scapula,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,no,ANATOMY,-,The connective tissue sac enclosing the heart,the pericardium,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,200,no,STATE CAPITALS,-,A library in this capital includes a near-complete collection of Kansas newspapers since 1875,Topeka,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,yes,STATE CAPITALS,-,It's the only one-word capital that has the name of its state contained within it,Indianapolis,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,600,no,STATE CAPITALS,-,The capitals of both North and South Dakota are on this river,Missouri,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,800,no,STATE CAPITALS,-,One of two Confederate state capitals that Union troops did not capture during the Civil War,Tallahassee (or Austin),11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,no,STATE CAPITALS,-,"It replaced Guthrie on 1910, but it wasn't until 1923 that the post office officially recognized its name",Oklahoma City,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,200,no,"\""HUGH""S & ""HUGHES\""",-,"Robert Hughes hosted the first week of ""20/20""; he took over on the second",Hugh Downs,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,400,no,"\""HUGH""S & ""HUGHES\""",-,"This man, whose middle name was Robard, was played by Jason Robards in a 1980 film",Howard Hughes,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,600,no,"\""HUGH""S & ""HUGHES\""",-,"1960 Spingarn Medal winner, among this poet's works on his life in Harlem was ""The Weary Blues\""",Langston Hughes,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,800,no,"\""HUGH""S & ""HUGHES\""",-,"He attended Rugby from 1834-42 and later set ""Tom Brown's School Days"" there",Thomas Hughes,11/18/1988,1988 Tournament of Champions final game 2.,Expert
2,1000,no,"\""HUGH""S & ""HUGHES\""",-,"He became king of France in 987, beginning a dynasty of 14 kings",Hugh Capet,11/18/1988,1988 Tournament of Champions final game 2.,Expert
1,100,no,"STARTS WITH ""KE\""",-,A cooking pot for Ma & Pa,Kettle,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,"STARTS WITH ""KE\""",-,The standard version of this gambling game is a lot like Lotto,Keno,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,"STARTS WITH ""KE\""",-,"Its national anthem is ""Wimbo Wa Taifa"", Swahili for ""anthem of the nation\""",Kenya,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,"STARTS WITH ""KE\""",-,"The name of this Wisconsin city is Potawatomi for ""pike"" or ""pickerel\""",Kenosha,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,500,no,"STARTS WITH ""KE\""",-,"This county is known as the ""Garden of England\""",Kent,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,ANIMALS,-,A bat's hands serve as these,Wings,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,ANIMALS,-,On a true sole both of these are on the right side of the head,Eyes,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,ANIMALS,-,Lizard that's noted for its ability to walk on ceilings,Gecko,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,ANIMALS,-,The South African rhebok is not an athletic shoe but a species of this,Antelope,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,500,no,ANIMALS,-,"With ancestors as big as elephants, these slow beasts now just hang upside down in trees",Sloths,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,ACTORS & THEIR ROLES,-,"In 1935 a young Vincent Price played this royal role on Broadway in ""Victoria Regina\""",Prince Albert,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,ACTORS & THEIR ROLES,-,"Kathleen Turner played the ""passion"" in ""Crimes of Passion"" & he played the psycho",Anthony Perkins,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,ACTORS & THEIR ROLES,-,"He was Geraldine Page's sweetie in both the Broadway & film versions of ""Sweet Bird of Youth\""",Paul Newman,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,ACTORS & THEIR ROLES,-,"This polo-playing Harvard grad played Loretta Lynn's husband in ""Coal Miner's Daughter\""",Tommy Lee Jones,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,500,no,ACTORS & THEIR ROLES,-,"He starred in ""Doc"" on TV & ""Da"" on Broadway & in the 1988 film",Barnard Hughes,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,COMMON BONDS,-,"Bernard F. Law, Roger Mahony & John J. O'Connor",Catholic Cardinals,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,COMMON BONDS,-,"Mabel Stark, Clyde Beatty & Gunther Gebel-Williams",Lion Tamers/Wild Animal Trainers,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,COMMON BONDS,-,"Anna Beth Sully, Mary Pickford & Lady Sylvia Ashley",Married to Douglas Fairbanks,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,COMMON BONDS,-,"Helen Frankenthaler, Robert Rauschenberg & Roy Lichtenstein",Artists,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,500,no,COMMON BONDS,-,"Virginia Apgar, Florence Sabin & Helen Brooke Taussig",Doctors/American Women Physicians,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,MUSICAL INSTRUMENTS,-,"Its German name means ""flank horn"" or ""wing horn"", from its use in battle",Fluegelhorn,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,MUSICAL INSTRUMENTS,-,The body of this instrument used in minstrel shows is similar to a tambourine,Banjo,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,MUSICAL INSTRUMENTS,-,The double bassoon is also known by this name,Contrabassoon,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,MUSICAL INSTRUMENTS,-,"Sizes of grand pianos include baby grand, parlor grand & this, the largest",Concert Grand,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,1500,yes,MUSICAL INSTRUMENTS,-,The Amati family began making violins in this Italian city in the 1500s,Cremona,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,THE QUOTABLE FRANKLIN,-,"\""In the world nothing is certain but"" these 2 things",Death & Taxes,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,200,no,THE QUOTABLE FRANKLIN,-,"These ""fell great oaks\""",little strokes,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,300,no,THE QUOTABLE FRANKLIN,-,"Completes his line on the death of Georgiana Shipley's squirrel, ""Here Skugg lies snug...\""",As a bug in a rug,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,400,no,THE QUOTABLE FRANKLIN,-,"\""They are so grateful"" was his 8th & last reason for preferring this type of mistress",Older Women,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,500,no,THE QUOTABLE FRANKLIN,-,"Completes his maxim, ""Some are weather-wise...\""","\""Some are other-wise\""",11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,POLITICAL LEADERS,-,"President who said, ""If you don't say anything, you won't be called on to repeat it\""",Calvin Coolidge,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,POLITICAL LEADERS,-,He was a Dem. governor during the Kennedy & Johnson years then became Nixon's treasury sec'y,John Connally,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,600,no,POLITICAL LEADERS,-,"Michigan gov. who ended his 1968 bid for the presidency after he said he was ""brainwashed"" on Vietnam",George Romney,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,2500,yes,POLITICAL LEADERS,-,4-time governor who used the following song in his 1928 presidential campaign:,Alfred E. Smith,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,POLITICAL LEADERS,-,This congressman from Chicago is a 30-year veteran of the House & chairman of the Ways & Means Committee,Dan Rostenkowski,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,SHAKESPEARE,-,"Near the end of this play, Theseus says, ""Lovers, to bed; 'tis almost fairy time\""","\""A Midsummer Night's Dream\""",11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,SHAKESPEARE,-,This historical play includes the death of Katharine of Aragon,"\""Henry VIII\""",11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,600,no,SHAKESPEARE,-,"Cordelia's 1st words in this play are ""What shall Cordelia speak?  Love, and be silent\""","\""King Lear\""",11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,800,no,SHAKESPEARE,-,Othello kills himself on this island,Cyprus,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,SHAKESPEARE,-,"Ophelia says ""pansies"" are ""for thoughts"", this is ""for remembrance\""",Rosemary,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,PARIS,-,"During 1989 this landmark sported a brightly lit sign that said ""100 Ans\""",The Eiffel Tower,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,PARIS,-,"Overlooking the Champs Elysees, its construction was begun by Napoleon & completed by Louis Philippe",Arc de Triomphe,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,600,no,PARIS,-,"The mysterious ""man in the iron mask"" spent the last 5 years of his life in this prison",The Bastille,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,800,no,PARIS,-,"The highest elevation in Paris is in this artsy area, home to the church of Sacre Coeur",Montmartre,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,PARIS,-,"Paris was founded on this island in the Seine, home of Notre Dame Cathedral",Ile de la Cite,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,FOOD,-,This stalked vegetable is commonly cooked standing up in the pot,Asparagus,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,FOOD,-,Emily Post says corn should never be served this way at a formal dinner,On the Cob,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,600,no,FOOD,-,A cucumber pickled when it's only 2-3 inches long is called this,Gherkin,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,800,no,FOOD,-,"Ribbon-shaped noodles, sweet butter, cream, parmesan cheese & black pepper make up this pasta dish",Fettucine Alfredo,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,FOOD,-,"From Italian for ""knot in wood"", it's a dumpling made from flour, semolina or potato starch",Gnocchi,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,ARCHAEOLOGY,-,Archaeologists learn about a culture by studying broken pieces of earthenware called this,Shards,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,ARCHAEOLOGY,-,Early man fashioned this silica rock into sharp tools & weapons; it was later used in firearms,Flint,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1200,yes,ARCHAEOLOGY,-,"In archaeology, this term refers to any object made by the hand of man",Artifact,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,800,no,ARCHAEOLOGY,-,One of the largest Roman remains in England is this emperor's 73-mile-long wall of stone & turf,Hadrian,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,ARCHAEOLOGY,-,This British earl who financed the King Tut excavation died 9 months before the sarcophagus was found,Lord Caernarvon,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,200,no,INNS & INNKEEPERS,-,"The Hotel Rossiya in this foreign capital has 3,200 bedrooms, the most of any hotel in the world",Moscow,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,400,no,INNS & INNKEEPERS,-,"At their 1st meeting, Zsa Zsa Gabor told him, ""I theenk I'm going to marry you"" -- & she did",Conrad Hilton,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,600,no,INNS & INNKEEPERS,-,"In 1976 ""Legionnaires' Disease"" killed 29 men staying at a hotel in this city",Philadelphia,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,800,no,INNS & INNKEEPERS,-,"On November 21, 1980 a fire in this 2,076 room Las Vegas hotel killed 84 & injured hundreds",The MGM Grand,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
2,1000,no,INNS & INNKEEPERS,-,Home builder Kemmons Wilson founded the 1st of this chain on Summer Avenue in Memphis in 1952,Holiday Inn,11/6/1989,1989 Tournament of Champions quarterfinal game 1.,Expert
1,100,no,ISLANDS,-,The island of Luzon contains more than 1/3 of this country's area & almost 1/2 of its population,The Philippines,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,200,no,ISLANDS,-,These Ecuadorian islands are known officially as the Columbus Archipelago,Galapagos Islands,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,yes,ISLANDS,-,1/2 of this 2nd largest island in the world is an independent country; the other 1/2 belongs to Indonesia,New Guinea,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,400,no,ISLANDS,-,"In 1972 this nation extended its territorial waters to 50 mi., causing a ""cod war"" with Britain & others",Iceland,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,no,ISLANDS,-,The oldest black marble quarries in the U.S. are on Isle La Motte in this northeastern lake,Lake Champlain,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,100,no,PBS,-,"At the end of this show's 20th season, a baby named Gabriela was born to Luis & Maria","\""Sesame Street\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,200,no,PBS,-,"PBS is taking ""A Second Look"" at some of the best programs made by this former LBJ press secretary",Bill Moyers,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,300,no,PBS,-,He was doing his stand-up political satire at D.C.'s Shoreham Hotel 14 years before his PBS specials,Mark Russell,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,400,no,PBS,-,Jacob Bronowski is best known in the U.S. for this 1974 BBC series & the book of the same title,"\""The Ascent of Man\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,no,PBS,-,"\""Buster Keaton:  A Hard Act to Follow"" & ""Maurice Sendak:  Mon Cher Papa"" are segments of this PBS series","\""American Masters\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,100,no,MUSEUMS,-,Mamma Mia!  This country has a spaghetti historical museum in Pontedassio,Italy,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,200,no,MUSEUMS,-,"You can visit an Asian art museum, a carousel museum & a cable car museum in this city",San Francisco,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,300,no,MUSEUMS,-,You don't have to be nuts to visit The Nut Museum in this Nutmeg State,Connecticut,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,400,no,MUSEUMS,-,The American Museum of Natural History has an annual film festival named for this anthropologist,Margaret Mead,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,no,MUSEUMS,-,This Nevada ghost town boasts the Mark Twain Museum of Memories & the Bucket of Blood Saloon,Virginia City,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,100,no,MIDDLE NAMES,-,Architect I.M. Pei's middle name; we don't know if he descends from the famous dynasty,Ming,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,200,no,MIDDLE NAMES,-,"It was novelist Henry Miller's middle name, though he wasn't born on Feb. 14 & he was certainly no saint",Valentine,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,300,no,MIDDLE NAMES,-,"Middle name shared by Sen. Thos. Benton & the artist Thomas Benton, who was his grandnephew",Hart,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,400,no,MIDDLE NAMES,-,Cereal heiress Marjorie Post's middle name,Meriwether,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,no,MIDDLE NAMES,-,"3 of the Johns in this famed family have had the same middle name, Davison",Rockefeller,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,100,no,"STARTS WITH ""B\""",-,A white sturgeon or a white whale,Beluga,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,200,no,"STARTS WITH ""B\""",-,"The title of a Burton & Taylor film based on a Tennessee Williams play, or the noise a cannon makes","\""Boom!\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,300,no,"STARTS WITH ""B\""",-,"It's the land of giants in ""Gulliver's Travels\""",Brobdingnag,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,400,no,"STARTS WITH ""B\""",-,"Oscar Wilde said, ""Every great man has his disciples, & it is always Judas who writes"" this",Biography,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
1,500,no,"STARTS WITH ""B\""",-,The only one of South Africa's 3 capitals that fits the category,Bloemfontein,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,ANCIENT HISTORY,-,"The Aqua Claudia, completed in 52 A.D., brought this to Rome from over 60 km away",Water,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,ANCIENT HISTORY,-,Thor Heyerdahl said Polynesians may have come from South America on rafts made of this wood,Balsa,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,no,ANCIENT HISTORY,-,In 625 B.C. the Chaldeans came to power & revived this ancient empire,Babylonian,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,500,yes,ANCIENT HISTORY,-,"2 famous cities, one in Greece, the other a capital of ancient Egypt, were both named this",Thebes,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,ANCIENT HISTORY,-,"Abraham bought a burial site from these 1st-known people of Asia Minor, whom the Bible calls ""Children of Heth\""",Hittites,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,MAGAZINES,-,Walter Annenberg founded this teenage girls' magazine in the '40s,Seventeen,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,MAGAZINES,-,"Every January this magazine runs ""Dubious Achievement Awards\""",Esquire,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,no,MAGAZINES,-,"When H. Ross founded this magazine, he said it ""will not be edited for the old lady from Dubuque\""",The New Yorker,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,800,no,MAGAZINES,-,This former Secretary of Defense has been appointed publisher of Forbes Magazine,Caspar Weinberger,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,MAGAZINES,-,"This new magazine for women advertises it's ""For the woman who wasn't born yesterday\""",Lear's,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,COMPOSERS,-,"Of J.S. Bach, C.P.E. Bach, or Irving Goldberg, the composer of ""The Goldberg Variations\""",J.S. Bach,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,COMPOSERS,-,"His biblical oratorios include ""Saul"", ""Jephtha"", ""Esther"" & ""Belshazzar\""",G.F. Handel,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,no,COMPOSERS,-,"In 1840 this German romantic married Clara Wieck, an outstanding pianist & a composer, too",Robert Schumann,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,800,no,COMPOSERS,-,"Cesar Franck said this composer of ""Symphonie Fantastique"" wrote nothing but masterpieces",Hector Berlioz,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,COMPOSERS,-,His family added Bartholdy to its name when they inherited property from a relative,Felix Mendelssohn,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,FAMOUS AMERICANS,-,"He was known as ""The Great White Chief"" & ""The Hero of San Juan Hill\""",Theodore Roosevelt,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,FAMOUS AMERICANS,-,"Daughter of a prominent politician, she gave her 1st public concert at the Hollywood Bowl in 1947",Margaret Truman,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,no,FAMOUS AMERICANS,-,"Before he was appointed in 1937, the U.S. Supreme Court had only had 1 Brown, 2 Whites, & a Gray",Hugo Black,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,800,no,FAMOUS AMERICANS,-,"When given command of a Union army, this general, famed for his whiskers, said he was incompetent",Ambrose Burnside,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,FAMOUS AMERICANS,-,"In 1741 this famed revivalist gave his best-known sermon, ""Sinners in the Hands of an Angry God\""",Jonathan Edwards,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,ARGENTINA,-,"Like Washington, D.C., this city is a federal district",Buenos Aires,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,ARGENTINA,-,The Argentine version of this dance developed from the milonga & the habanera in the 1800s,Tango,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,no,ARGENTINA,-,"Largest bird of the Pampas, it can be tamed & kept as a farmyard pet",Rhea,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,800,no,ARGENTINA,-,Jesuits were the 1st to cultivate this species of holly that's made into a tea-like drink,Mate,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,ARGENTINA,-,"He has been called the ""George Washington of Argentina\""",Jose de San Martin,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,200,no,PLAY SETTINGS,-,"\""The Plough & the Stars"" set in this capital, depicts the 1916 Easter rising against the British",Dublin,11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,400,no,PLAY SETTINGS,-,"It's set in the 1880s in Tuscumbia, Ala. & at the Perkins Institution for the Blind","\""The Miracle Worker\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,600,yes,PLAY SETTINGS,-,This Gore Vidal play takes place in Philadelphia in 1960 at a political convention,"\""The Best Man\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,800,no,PLAY SETTINGS,-,"The setting of this William Inge play is "" a street-corner restaurant in a small Kansas town\""","\""Bus Stop\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
2,1000,no,PLAY SETTINGS,-,"The alternate title of this mystery is ""Angel Street"", which is also the play's setting","\""Gaslight\""",11/7/1989,1989 Tournament of Champions quarterfinal game 2.,Expert
