round,value,daily_double,category,comments,answer,question,air_date,notes,Difficulty
1,300,no,BRITISH HISTORY,-,Robert Catesby was the chief conspirator in this 1605 plot to blow up the Houses of Parliament,the Gunpowder Plot,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,1000,yes,BRITISH HISTORY,-,"During the siege of a castle in 1199, this courageous king was struck by an arrow & died",Richard the Lionhearted,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,500,no,BRITISH HISTORY,-,In 1719 the Royal Academy of Music was founded with this German composer as its director,Handel,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,100,no,ABBREVIATIONS,-,"A popular play may be SRO, meaning this",standing room only,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,200,no,ABBREVIATIONS,-,"Financially speaking, AMEX is this stock exchange",the American Exchange,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,300,no,ABBREVIATIONS,-,"When an application form wants your YOB, it's asking for this",year of birth,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,400,no,ABBREVIATIONS,-,Frl. is this German title corresponding to our Miss,fraulein,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,500,no,ABBREVIATIONS,-,ob. can stand for obstetric or for this musical instrument,an oboe,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,SHAKESPEAREAN ACTORS,-,In 1951 Orson Welles went to London to portray this tragic Moor,Othello,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,SHAKESPEAREAN ACTORS,-,At Elsinore in 1937 Vivien Leigh played this role opposite Laurence Olivier's Hamlet,Ophelia,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,600,no,SHAKESPEAREAN ACTORS,-,"In a 1977 production of ""A Midsummer Night's Dream"", Maggie Smith doubled as Hippolyta & this fairy queen",Titania,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,SHAKESPEAREAN ACTORS,-,"Jack Palance had ""a lean and hungry look"" when he played this role in ""Julius Caesar"" in 1955",Cassius,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1000,no,SHAKESPEAREAN ACTORS,-,Diana Rigg & Vanessa Redgrave have both played Viola in this comedy named for a holiday,Twelfth Night,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,ARCHITECTURE,-,"The lancet style of these glass structures is tall, thin & pointed",windows,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,ARCHITECTURE,-,"A campanile, which is often freestanding, is this kind of tower",a bell tower,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,yes,ARCHITECTURE,-,"From the Latin for ""sun"", it's a glass-enclosed room or porch that's exposed to the Sun",a solarium,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,ARCHITECTURE,-,"Many of his best designs, like Fallingwater & the Guggenheim were based on forms found in nature",(Frank Lloyd) Wright,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1000,no,ARCHITECTURE,-,This Moorish palace complex in Granada is known for its delicate marble columns & ornamentation,the Alhambra,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,BODIES OF WATER,-,The shortest distance across this ocean is between Senegal in Africa & Brazil,the Atlantic,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,BODIES OF WATER,-,This resort lake on the California-Nevada border was discovered by John C. Fremont in 1844,Lake Tahoe,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,600,no,BODIES OF WATER,-,This longest river of southeast Asia enters the South China Sea south of Ho Chi Minh City,the Mekong,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,BODIES OF WATER,-,The Yukon River empties into this sea at Norton Sound,the Bering Sea,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1200,yes,BODIES OF WATER,-,"Noted for its salt deposits, the Kara-Bogaz-Gol Gulf in Turkmenistan is an arm of this sea",the Caspian Sea,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,MUSIC,-,"A composition of several restatements of a theme; famous ones are the ""Enigma"" & ""Goldberg\""",variations,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,MUSIC,-,"Precursor to the opera buffa, the intermezzo was a comic opera performed at these times",intermission,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,600,no,MUSIC,-,"He co-owned a Memphis publishing firm that published his ""St. Louis Blues"" but not his ""Memphis Blues\""",(W.C.) Handy,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,MUSIC,-,"The Spoleto Festival U.S.A. was founded by this ""Amahl and the Night Visitors"" composer",(Gian Carlo) Menotti,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1000,no,MUSIC,-,"This Respighi work is about those of Vale Giulia, Tritone, Trevi & Villa Medici","\""The Fountains of Rome\""",7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,20th CENTURY WRITERS,-,"During WWII this author of 'The Naked and the Dead"" was an infantry rifleman",Norman Mailer,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,20th CENTURY WRITERS,-,"In 1965 he was overheard telling mafia stories & was offered $5,000 for a book about the underworld",(Mario) Puzo,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,600,no,20th CENTURY WRITERS,-,"His ""The Carpetbaggers"" has gone through over 80 printings, selling over 10 million copies",(Harold) Robbins,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,20th CENTURY WRITERS,-,"This author of ""North and South"" wrote the lyrics to the 1970 musical comedy ""Dracula, Baby\""",John Jakes,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1000,no,20th CENTURY WRITERS,-,"As of 1994, 5 of his novels had been filmed, 4 with Helena Bonham Carter, including ""A Room with a View\""",(E.M.) Forster,7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,200,no,HOMOPHONES,-,"Saintly, like Swiss cheese",holy (holey),7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,400,no,HOMOPHONES,-,"Enthralled, or covered with paper",rapt (wrapped),7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,600,no,HOMOPHONES,-,"A French cooking thickener, or a French street",roux (rue),7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,800,no,HOMOPHONES,-,"A subterranean dwarf in folklore, or a port city on the Seward peninsula",gnome (Nome),7/20/1995,1995 Seniors Tournament final game 1.,Medium
2,1000,no,HOMOPHONES,-,"A twilled smooth suit fabric, or to rise like a wave",serge (surge),7/20/1995,1995 Seniors Tournament final game 1.,Medium
3,0,no,U.S. PRESIDENTS,-,1 of 2 presidents who had military service in 4 wars,(1 of) Andrew Jackson or Zachary Taylor,7/20/1995,1995 Seniors Tournament final game 1.,Medium
1,100,no,DOGS,-,The coat of this tiny Mexican dog ranges from snow white to jet black,chihuahua,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,DOGS,-,The Airedale type of this dog was among the first breeds used by the German & British police,the terrier,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,DOGS,-,The bearded breed of this dog resembles the Old English Sheepdog,the collie,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,DOGS,-,"Mentioned in a famous speech, Richard Nixon's dog Checkers was this breed of dog",a cocker spaniel,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,500,no,DOGS,-,This Chinese dog with wrinkled skin has been recognized by the AKC only since 1992,the Shar-Pei,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,MGM MUSICALS,-,In 1994 MGM released its third film in this series featuring clips of classic musicals,That's Entertainment,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,MGM MUSICALS,-,Shirley Temple was the first choice to star in this 1939 musical but Judy Garland got the part,The Wizard of Oz,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,MGM MUSICALS,-,"Donald O'Connor also made a splash in this 1952 musical singing ""Make 'Em Laugh\""",Singin' in the Rain,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,MGM MUSICALS,-,"The 3 sailors ""On the Town"" were Jules Munshin, Gene Kelly & this man",Frank Sinatra,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,500,no,MGM MUSICALS,-,"In ""Good News"" June Allyson & Peter Lawford went ""down on the heels, up on the toes"" to do this",the Varsity Drag,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,FIRST LADIES,-,"On Oct. 20, 1968 this former first lady married Aristotle Onassis on Skorpios, Greece",Jackie Kennedy,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,FIRST LADIES,-,"While a U.S. senator, Harry Truman put her on his staff",Bess Truman,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,FIRST LADIES,-,"You can visit the birthplace of this 1950s first lady in Boone, Iowa",Mamie Eisenhower,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,FIRST LADIES,-,"She was a delegate to the U.N. twice, 1945-1952 & 1961-1962",Eleanor Roosevelt,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,1000,yes,FIRST LADIES,-,This first lady was the only woman Geology major in Stanford's Class of '98,Mrs. Hoover,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,MEDICINE,-,The inflammation of its inner lining is called endocarditis,the heart,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,MEDICINE,-,This habit is the main cause of chronic bronchitis,smoking,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,MEDICINE,-,This disease is also known as cancer of the blood,leukemia,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,MEDICINE,-,Term for cutting through the neck into the windpipe to open a breathing passage,a tracheotomy,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,500,no,MEDICINE,-,This type of bacteria found in chicken & eggs was named for the veterinarian who discovered it,Salmonella,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,STATE CAPITALS,-,"Technically, it covers the entire island of Oahu",Honolulu,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,STATE CAPITALS,-,"It's not only ""the Mile High City"", but the ""Queen City of the Rockies\""",Denver,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,STATE CAPITALS,-,"Built in 1735, the Old Treasury in this capital city is the oldest extant public building in Maryland",Annapolis,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,STATE CAPITALS,-,Revolutionary War veteran Col. Jacob Davis named this Vermont capital after a French City,Montpelier,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,500,no,STATE CAPITALS,-,It's home to the Milton S. Hershey Medical Center,Harrisburg (Pennsylvania),7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,5-LETTER WORDS,-,"\""Mythological"" name for a book of maps",an atlas,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,200,no,5-LETTER WORDS,-,"It's a tie score of 40 each in tennis, or a two in a deck of cards",a deuce,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,300,no,5-LETTER WORDS,-,"Rather than a full-length fur coat, it's a fur wrap worn around the shoulders",a stole,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,400,no,5-LETTER WORDS,-,"It means to soak or infuse in a usually hot liquid, as with tea leaves or fruit",steep,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,500,no,5-LETTER WORDS,-,"According to a Biblical proverb, ""Before"" this ""is humility\""",honor,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,1800,-,"In 1800 Congress moved to Washington, D.C. from this city",Philadelphia,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,1800,-,In 1800 Massachusetts became the first state to require voters to this before voting,register,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,600,no,1800,-,Gustav IV Adolph was crowned king of this country in 1800,Sweden,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,1800,-,The Act of Union in 1800 combined Great Britain with this country,Ireland,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1000,no,1800,-,By 1800 this Italian count had developed his forerunner of the electric battery,Volta,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,FRUITS & VEGETABLES,-,"This grain is turned into starch, meal, oil, syrup & bourbon, & eaten as a vegetable",corn,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,FRUITS & VEGETABLES,-,Name shared by a large yellow squash & a long yellow fruit,banana,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,600,no,FRUITS & VEGETABLES,-,"You can reduce the amount of ""heat"" in one of these by taking out the ribs & seeds",peppers,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,FRUITS & VEGETABLES,-,"Term for the edible shoots of alfalfa, beans or radishes",sprouts,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1000,no,FRUITS & VEGETABLES,-,Seedless types of this fruit include the Flame & the Perlette,the grape,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,U.S. OLYMPIC HALL OF FAME,-,"The first boxer inducted, he won the gold in 1960 under a different name than he uses now",Cassius Clay (Muhammad Ali),7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,U.S. OLYMPIC HALL OF FAME,-,"This petite gymnast was inducted in 1985, a year after winning 5 medals in Los Angeles",Mary Lou Retton,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,600,no,U.S. OLYMPIC HALL OF FAME,-,Whole teams inducted include the 1964 U.S. basketball team & this 1980 team,the hockey team,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,U.S. OLYMPIC HALL OF FAME,-,"World figure skating champ & Olympic gold medal winner in 1968, she was inducted in 1983",Peggy Fleming,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1500,yes,U.S. OLYMPIC HALL OF FAME,-,"Among the first group inducted in 1983 was this man who won 9 gold medals, a silver & a bronze",Mark Spitz,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,WORLD FACTS,-,Kangaroo Island is this country's third-largest island,Australia,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,WORLD FACTS,-,"Chu Yuan-Chang, who took the title Hung Wu, founded this famous Chinese dynasty in 1368",the Ming dynasty,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1500,yes,WORLD FACTS,-,The coast of Syria lies on this sea,the Mediterranean,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,WORLD FACTS,-,Malagasy is an official language of this country once known as the Malagasy Republic,Madagascar,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1000,no,WORLD FACTS,-,This city in West Bengal is the cultural center of eastern India,Calcutta,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,LITERATURE,-,"Mary Stewart's 1979 novel ""The Last Enchantment"" completed her trilogy about this Arthurian wizard",Merlin,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,LITERATURE,-,Chapter one of this Boris Pasternak novel is entitled  The Five-O'Clock express,Dr. Zhivago,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,600,no,LITERATURE,-,The Chained Prometheus symbolizes humanity in this lyrical drama by Percy Bysshe Shelley,Prometheus Unbound,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,LITERATURE,-,"\""Into the Stone and other Poems"" was the 1st volume of poetry by this ""Deliverance"" author",(James) Dickey,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1000,no,LITERATURE,-,"She subtitled her 1870s novel ""Middlemarch"" ""A Study of Provincial Life\""",George Eliot,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,200,no,"FILE UNDER ""AE\""","(Alex: Each correct response will begin with those two letters of the alphabet, in that order, A-E.)",Industry that makes shuttles & satellites,aerospace,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,400,no,"FILE UNDER ""AE\""","(Alex: Each correct response will begin with those two letters of the alphabet, in that order, A-E.)",This sea's name may be from a Greek king or an Amazon queen,the Aegean,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,600,no,"FILE UNDER ""AE\""","(Alex: Each correct response will begin with those two letters of the alphabet, in that order, A-E.)",The term for this philosophy branch concerned with the study of beauty was coined in 1735,aesthetics,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,800,no,"FILE UNDER ""AE\""","(Alex: Each correct response will begin with those two letters of the alphabet, in that order, A-E.)",Virgil's vagabond,Aeneas,7/21/1995,1995 Seniors Tournament final game 2.,Medium
2,1000,no,"FILE UNDER ""AE\""","(Alex: Each correct response will begin with those two letters of the alphabet, in that order, A-E.)","Popular in the 19th century, this stringed instrument is played by the wind",the Aeolian (harp),7/21/1995,1995 Seniors Tournament final game 2.,Medium
3,0,no,EDUCATORS,-,"In 1946 she published ""Education for a New World\""",Maria Montessori,7/21/1995,1995 Seniors Tournament final game 2.,Medium
1,100,no,ASTRONOMY,-,Records show that this comet was observed as early as 240 B.C.,Halley's Comet,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,ASTRONOMY,-,Giovanni Cassini discovered the main division in this planet's rings & 4 of it satellites,Saturn,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,ASTRONOMY,-,To the naked eye this planet appears as a bright red star,Mars,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,400,no,ASTRONOMY,-,"First described in 1836, Baily's beads is a short-lived phenomenon seen during one of these",a solar eclipse,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,ASTRONOMY,-,"Named for their ""quasi-stellar"" appearance, they're possibly the most distant objects in the universe",quasars,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,ETIQUETTE,-,"We're told this ""doesn't grow on trees"", but it may be tied to an artificial tree at an anniversary party",money,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,ETIQUETTE,-,Caudle is the traditional drink once widely served at the party following this baby ceremony,a christening,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,ETIQUETTE,-,Etiquette books dispute the propriety of serving this popular shrimp appetizer in sherbet glasses,shrimp cocktail,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,400,no,ETIQUETTE,-,"Once left at the homes of friends, this kind of card shares its name with a card the phone company sends you",a calling card,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,ETIQUETTE,-,"For an audience with the Pope, this scarf with a Spanish name is an appropriate woman's head covering",mantilla,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,SOUTHERN ENGLISH,-,"Some Southern terms for this event are ""The War for Southern Rights"" & ""The Second American Revolution\""",the Civil War,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,SOUTHERN ENGLISH,-,"\""Tomorrow is another day"", which she says in ""Gone with the Wind"", goes back at least to the 16th century",Scarlett O'Hara,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,SOUTHERN ENGLISH,-,"Ant killer is a humorous term for this body part, especially a big one",a foot,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,400,no,SOUTHERN ENGLISH,-,"Residents of this city call it ""The Big Easy\""",New Orleans,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,SOUTHERN ENGLISH,-,"Originally a railroad term, ""balling the"" this means to move or work swiftly",jack,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,MUSIC,-,Clef symbol that resembles an ampersand,the treble clef,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,MUSIC,-,One legend says a dove sat on this Pope's shoulder & dictated a famous chant,Pope Gregory,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,MUSIC,-,"These include triads, seventh, mystic & Petrushka",chords,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,400,no,MUSIC,-,"The Italian term for a gradual increase in loudness, it's used to mean a climactic point",crescendo,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,MUSIC,-,"This ""woodwind"" instrument is made of brass & was patented in Paris in 1846",the saxophone,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,FILMS OF THE '50s,-,"In 1958 he starred as a middle-aged Andy Hardy in ""Andy Hardy Comes Home\""",Mickey Rooney,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,FILMS OF THE '50s,-,"\""Cattle Queen of Montana"" in 1954, she went on to run a ranch on ""The Big Valley\""",Barbara Stanwyck,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,FILMS OF THE '50s,-,"He played Brick to ELizabeth Taylor's Maggie in ""Cat on a Hot Tin Roof\""",Paul Newman,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,400,no,FILMS OF THE '50s,-,Clare Boothe Luce protested the 1955 Venice showing of this Glenn Ford-Sidney Poitier high school film,Blackboard Jungle,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,FILMS OF THE '50s,-,"In this 1956 sci-fi classic, Leslie Nielsen found himself on Altair-4 with Anne Francis & Robby the Robot",Forbidden Planet,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,WORLD FACTS,-,"The name of Wagga Wagga, a city in this country, is an Aboriginal word meaning ""many crows\""",Australia,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,200,no,WORLD FACTS,-,A statue of the young Queen Victoria graces the Library of Parliament in this capital of Canada,Ottawa,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,300,no,WORLD FACTS,-,"Battambang, the 2nd-largest urban area in this country, contains 10th century ruins of the Khmer Empire",Cambodia,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,1200,yes,WORLD FACTS,-,"Latakia, which lies on this sea, is one of Syria's busiest ports",the Mediterranean Sea,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,500,no,WORLD FACTS,-,You'll find this capital of the Dominican Republic at the mouth of the Ozama River,Santo Domingo,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,200,no,SHAKESPEARE,-,"This character is sleepwalking when she says ""Out, damned spot! Out, I say!\""",Lady Macbeth,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,400,no,SHAKESPEARE,-,"In ""Richard III"" Thos. Rotherham is Archbishop of York & Cardinal Bourchier is Archbishop of this",Canterbury,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,600,no,SHAKESPEARE,-,"Play that includes the stage direction: ""Enter a fairy at one door, and Puck at another\""",Midsummer Night's Dream,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,800,no,SHAKESPEARE,-,"He cries out, ""Angels and ministers of grace defend us!"" when he sees the ghost of his father",Hamlet,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,SHAKESPEARE,-,"In ""As You Like It"", this heroine is the daughter of a banished dukke",Rosalind,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,200,no,FAMOUS NAMES,-,"College Basketball's Player of the Year in 1979, he joined the Celtics the same year",Larry Bird,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,400,no,FAMOUS NAMES,-,She was criticized for serving hot dogs to King George VI at Hyde Park in 1939,Eleanor Roosevelt,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,600,no,FAMOUS NAMES,-,"In 1695 he moved in with his brother Johann Christoph, an organist at Ohrdruf, Germany",Johann Sebastian Bach,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,800,no,FAMOUS NAMES,-,"In 1953 he adapted his own novel ""The Caine Mutiny"" as the play ""The Caine Mutiny Court-Martial\""",(Herman) Wouk,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,FAMOUS NAMES,-,"During World War II, this ""Stars and Stripes"" cartoonist created the GIs Willie & Joe",Bill Mauldin,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,200,no,GOVERNMENT & POLITICS,-,The annual term of the U.S. Supreme Court begins on the first Monday of this month,October,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,400,no,GOVERNMENT & POLITICS,-,Currently Gen. John Shalikashvili holds this position in the Defense Department,Chairman of the Joint Chiefs of Staff,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,yes,GOVERNMENT & POLITICS,-,Medicare & Medicaid are administered by a division of this cabinet department,Health and Human Services,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,800,no,GOVERNMENT & POLITICS,-,In 1994 Lawton Chiles overcame a challenge by Jeb Bush for the governorship of this state,Florida,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,GOVERNMENT & POLITICS,-,Former Speaker of the House Thomas Foley represented this state in Congress for 30 years,Washington,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,600,no,THE MIDDLE AGES,-,In the 13th century the German town of Halle joined this League,the Hanseatic League,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,800,no,THE MIDDLE AGES,-,"The ""New Rome"", it withstood assaults by Russians * Bulgars but was captured by Ottomans in 1453",Constantinople,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,THE MIDDLE AGES,-,The 1086 survey ordered by William the Conqueror that registered all English landholders,Domesday Book (Domesday Survey accepted),12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,200,no,TEXTILES,-,"During the 1850s Levi Strauss began making his jeans from this fabric, rather than from canvas",denim,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,400,no,TEXTILES,-,Lillie Langtry helped popularize this fabric named for the British isle of her birth,Jersey,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,600,no,TEXTILES,-,"The long, soft hair of the Angora goat is used to make this woolen fabric",mohair,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,800,no,TEXTILES,-,"In its early stages, this Du Pont fiber was referred to as Polymer 66",nylon,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,TEXTILES,-,Fabrics are sanforized to prevent shrinking & go through this process to add luster & strength,mercerize,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,200,no,THE NATIONAL GALLERY OF ART,-,"Benjamin West's 1791 painting of ""The Expulsion of"" this pair ""from Paradise"" is in the gallery",Adam and Eve,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,400,no,THE NATIONAL GALLERY OF ART,-,"Painted circa 1474, this Italian's portrait of Ginevra de' Benci is somber, not smiling",da Vinci,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,600,no,THE NATIONAL GALLERY OF ART,-,"Last name of portrait artist John Singer, who painted his niece Rose-Marie in ""Repose"" in 1911",(John Singer) Sargent,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1500,yes,THE NATIONAL GALLERY OF ART,-,"The gallery has one of this sculptor's bronze casts of Jean d'Aire, A Burgher of Calais",(Auguste) Rodin,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
2,1000,no,THE NATIONAL GALLERY OF ART,-,"Henry Fuseli painted this tragic figure with his children Polynices, Ismene & Antigone",Oedipus,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
3,0,no,ARCHITECTS,-,Frank Lloyd Wright had a fine collection of art from this country where he spent a lot of time 1915-1922,Japan,12/25/1995,1995-B Seniors Tournament semifinal game 1.,Medium
1,100,no,ZOOLOGY,-,The Indian type of this pachyderm is smaller than the African one,the elephant,12/26/1995,1995-B Seniors Tournament semifinal game 2.,Medium
1,200,no,ZOOLOGY,-,"The upside-down type of this ""feline"" fish actually swims upside-down",a catfish,12/26/1995,1995-B Seniors Tournament semifinal game 2.,Medium
